"45002889","227.0","g","1.0","cup",""
"45002890","227.0","g","1.0","cup",""
"45002898","170.0","g","1.0","CONTAINER",""
"45002902","6.0","g","2.0","Tbsp",""
"45002924","55.0","g","0.33","cup",""
"45002925","28.0","g","1.0","ONZ",""
"45002927","28.0","g","1.0","ONZ",""
"45002928","28.0","g","1.0","ONZ",""
"45002932","245.0","g","1.0","cup",""
"45002933","260.0","g","1.0","cup",""
"45002934","247.0","g","1.0","cup",""
"45002935","30.0","g","0.67","cup",""
"45002936","30.0","g","0.667","cup",""
"45002937","42.0","g","0.5","cup",""
"45002940","42.0","g","1.0","HOT DOG",""
"45002943","59.0","g","3.0","LINKS",""
"45002945","57.0","g","2.0","SLICES",""
"45002948","56.0","g","2.0","ONZ",""
"45002950","151.0","g","5.3","ONZ",""
"45002951","135.0","g","1.0","PORTION",""
"45002952","90.72","g","3.2","ONZ",""
"45002953","113.0","g","4.0","ONZ",""
"45002954","56.0","g","2.0","ONZ",""
"45002955","28.0","g","1.0","ONZ",""
"45002956","56.0","g","2.0","ONZ",""
"45002958","28.0","g","1.0","ONZ",""
"45002960","28.0","g","1.0","ONZ",""
"45002963","28.0","g","1.0","PITA",""
"45002968","198.0","g","1.0","SOUFFLE",""
"45002969","198.0","g","1.0","BAKE",""
"45002972","23.3","g","1.0","PACK",""
"45002973","284.0","g","1.0","ENTREE",""
"45002974","284.0","g","1.0","ENTREE",""
"45002975","283.0","g","1.0","POUCH",""
"45002976","283.0","g","1.0","POUCH",""
"45002977","312.0","g","11.0","ONZ",""
"45002978","283.0","g","1.0","TRAY",""
"45002981","283.0","g","1.0","PACKAGE",""
"45002984","29.0","g","3.0","PCS.",""
"45002986","28.0","g","1.0","ONZ",""
"45002997","50.0","g","1.75","ONZ",""
"45002999","43.0","g","1.0","TORTILLA",""
"45003002","240.0","g","1.0","cup",""
"45003003","245.0","g","1.0","cup",""
"45003004","245.0","g","1.0","cup",""
"45003005","245.0","g","1.0","cup",""
"45003006","245.0","g","1.0","cup",""
"45003009","113.0","g","4.0","ONZ",""
"45003010","113.0","g","4.0","ONZ",""
"45003011","113.0","g","4.0","ONZ",""
"45003012","28.0","g","1.0","ONZ",""
"45003014","225.0","g","1.0","cup",""
"45003015","326.0","g","1.0","TRAY",""
"45003016","113.0","g","0.5","cup",""
"45003024","4.5","g","1.0","cup",""
"45003025","30.0","g","0.75","CUP IN THE SHELL (60G) | *EQUATES TO ABOUT",""
"45003027","0.6","g","0.125","tsp",""
"45003030","3.7","g","1.0","CUBE",""
"45003031","3.7","g","1.0","tsp",""
"45003032","3.7","g","1.0","CUBE",""
"45003033","3.7","g","1.0","tsp",""
"45003034","130.0","g","0.5","cup",""
"45003035","35.0","g","2.0","WHOLE CRACKERS",""
"45003036","28.0","g","1.0","TORTILLA",""
